size,model,embedding,tissue,seed,shuffled,acc,precision,recall,f1
small,xgboost,gpn,Heart_Left_Ventricle,510,no,0.48,0.57,0.53,0.55
small,lightgbm,gpn,Heart_Left_Ventricle,510,no,0.44,0.53,0.46,0.5
small,random forest,gpn,Heart_Left_Ventricle,510,no,0.52,0.57,0.73,0.64
small,knn,gpn,Heart_Left_Ventricle,510,no,0.6,0.6,1.0,0.75
small,svm,gpn,Heart_Left_Ventricle,510,no,0.6,0.6,1.0,0.75
middle,xgboost,gpn,Heart_Left_Ventricle,510,no,0.5,0.53,0.57,0.55
middle,lightgbm,gpn,Heart_Left_Ventricle,510,no,0.57,0.6,0.64,0.62
middle,random forest,gpn,Heart_Left_Ventricle,510,no,0.46,0.5,0.42,0.46
middle,knn,gpn,Heart_Left_Ventricle,510,no,0.46,0.0,0.0,0.0
middle,svm,gpn,Heart_Left_Ventricle,510,no,0.46,0.0,0.0,0.0
large,xgboost,gpn,Heart_Left_Ventricle,510,no,0.59,0.57,0.4,0.47
large,lightgbm,gpn,Heart_Left_Ventricle,510,no,0.59,0.55,0.5,0.52
large,random forest,gpn,Heart_Left_Ventricle,510,no,0.59,0.55,0.5,0.52
large,knn,gpn,Heart_Left_Ventricle,510,no,0.4,0.42,0.9,0.58
large,svm,gpn,Heart_Left_Ventricle,510,no,0.45,0.45,1.0,0.62
small,xgboost,gpn,Heart_Left_Ventricle,1030,no,0.56,0.8,0.6,0.68
small,lightgbm,gpn,Heart_Left_Ventricle,1030,no,0.48,0.76,0.5,0.6
small,random forest,gpn,Heart_Left_Ventricle,1030,no,0.76,0.85,0.85,0.85
small,knn,gpn,Heart_Left_Ventricle,1030,no,0.8,0.8,1.0,0.88
small,svm,gpn,Heart_Left_Ventricle,1030,no,0.8,0.8,1.0,0.88
middle,xgboost,gpn,Heart_Left_Ventricle,1030,no,0.53,0.47,0.72,0.57
middle,lightgbm,gpn,Heart_Left_Ventricle,1030,no,0.46,0.41,0.63,0.5
middle,random forest,gpn,Heart_Left_Ventricle,1030,no,0.61,0.53,0.63,0.58
middle,knn,gpn,Heart_Left_Ventricle,1030,no,0.61,0.6,0.27,0.37
middle,svm,gpn,Heart_Left_Ventricle,1030,no,0.46,0.44,1.0,0.61
large,xgboost,gpn,Heart_Left_Ventricle,1030,no,0.56,0.57,0.65,0.61
large,lightgbm,gpn,Heart_Left_Ventricle,1030,no,0.43,0.46,0.52,0.48
large,random forest,gpn,Heart_Left_Ventricle,1030,no,0.52,0.53,0.65,0.58
large,knn,gpn,Heart_Left_Ventricle,1030,no,0.56,0.55,0.95,0.69
large,svm,gpn,Heart_Left_Ventricle,1030,no,0.52,0.52,1.0,0.68
small,xgboost,gpn,Nerve_Tibial,17,no,0.56,0.58,0.72,0.64
small,lightgbm,gpn,Nerve_Tibial,17,no,0.58,0.62,0.6,0.61
small,random forest,gpn,Nerve_Tibial,17,no,0.6,0.62,0.72,0.66
small,knn,gpn,Nerve_Tibial,17,no,0.54,0.54,1.0,0.7
small,svm,gpn,Nerve_Tibial,17,no,0.52,0.55,0.6,0.57
middle,xgboost,gpn,Nerve_Tibial,17,no,0.63,0.6,0.73,0.66
middle,lightgbm,gpn,Nerve_Tibial,17,no,0.61,0.59,0.73,0.65
middle,random forest,gpn,Nerve_Tibial,17,no,0.61,0.59,0.76,0.66
middle,knn,gpn,Nerve_Tibial,17,no,0.48,0.49,0.76,0.59
middle,svm,gpn,Nerve_Tibial,17,no,0.57,0.56,0.61,0.59
large,xgboost,gpn,Nerve_Tibial,17,no,0.58,0.58,0.59,0.59
large,lightgbm,gpn,Nerve_Tibial,17,no,0.59,0.59,0.59,0.59
large,random forest,gpn,Nerve_Tibial,17,no,0.57,0.57,0.59,0.58
large,knn,gpn,Nerve_Tibial,17,no,0.54,0.55,0.5,0.53
large,svm,gpn,Nerve_Tibial,17,no,0.5,0.5,1.0,0.67
small,xgboost,gpn,Nerve_Tibial,510,no,0.63,0.65,0.68,0.66
small,lightgbm,gpn,Nerve_Tibial,510,no,0.67,0.69,0.72,0.7
small,random forest,gpn,Nerve_Tibial,510,no,0.56,0.6,0.56,0.58
small,knn,gpn,Nerve_Tibial,510,no,0.54,0.54,1.0,0.7
small,svm,gpn,Nerve_Tibial,510,no,0.54,0.54,1.0,0.7
middle,xgboost,gpn,Nerve_Tibial,510,no,0.54,0.54,0.55,0.55
middle,lightgbm,gpn,Nerve_Tibial,510,no,0.55,0.56,0.52,0.54
middle,random forest,gpn,Nerve_Tibial,510,no,0.52,0.53,0.44,0.48
middle,knn,gpn,Nerve_Tibial,510,no,0.51,0.51,0.67,0.58
middle,svm,gpn,Nerve_Tibial,510,no,0.5,0.5,1.0,0.66
large,xgboost,gpn,Nerve_Tibial,510,no,0.58,0.58,0.63,0.6
